2015,Mexico,0,France,5,Group,France
2015,England,2,Colombia,1,Group,England
2015,Costa Rica,0,Brazil,1,Group,Brazil
2015,Korea Rep,2,Spain,1,Group,Korea Rep
2015,Germany,4,Sweden,1,Round of 16,Germany
2015,China PR,1,Cameroon,0,Round of 16,China PR
2015,Brazil,0,Australia,1,Round of 16,Australia
2015,France,3,Korea Rep,0,Round of 16,France
2015,Canada,1,Switzerland,0,Round of 16,Canada
2015,Norway,1,England,2,Round of 16,England
2015,USA,2,Colombia,0,Round of 16,USA
2015,Japan,2,Netherlands,1,Round of 16,Japan
2015,Germany,1,France,1,Quarter Final,Draw
2015,China PR,0,USA,1,Quarter Final,USA
2015,Australia,0,Japan,1,Quarter Final,Japan
2015,England,2,Canada,1,Quarter Final,England
2015,USA,2,Germany,0,Semi Final,USA
2015,Japan,2,England,1,Semi Final,Japan
2015,Germany,0,England,1,Third Place Playoff,England
2015,USA,5,Japan,2,Final,USA
2019,France,4,Korea Rep,0,Group,France
2019,Germany,1,China PR,0,Group,Germany
2019,Spain,3,South Africa,1,Group,Spain
2019,Norway,3,Nigeria,0,Group,Norway
2019,Australia,1,Italy,2,Group,Italy
2019,Brazil,3,Jamaica,0,Group,Brazil
2019,England,2,Scotland,1,Group,England
2019,Argentina,0,Japan,0,Group,Draw
2019,Canada,1,Cameroon,0,Group,Canada
2019,New Zealand,0,Netherlands,1,Group,Netherlands
2019,Chile,0,Sweden,2,Group,Sweden
2019,USA,13,Thailand,0,Group,USA
2019,Nigeria,2,Korea Rep,0,Group,Nigeria
2019,Germany,1,Spain,0,Group,Germany
2019,France,2,Norway,1,Group,France
2019,Australia,3,Brazil,2,Group,Australia
2019,South Africa,0,China PR,1,Group,China PR
2019,Japan,2,Scotland,1,Group,Japan
2019,Jamaica,0,Italy,5,Group,Italy
2019,England,1,Argentina,0,Group,England
2019,Netherlands,3,Cameroon,1,Group,Netherlands
2019,Canada,2,New Zealand,0,Group,Canada
2019,Sweden,5,Thailand,1,Group,Sweden
2019,USA,3,Chile,0,Group,USA
2019,China PR,0,Spain,0,Group,Draw
2019,South Africa,0,Germany,4,Group,Germany
2019,Nigeria,0,France,1,Group,France
2019,Korea Rep,1,Norway,2,Group,Norway
2019,Jamaica,1,Australia,4,Group,Australia
2019,Italy,0,Brazil,1,Group,Brazil
2019,Japan,0,England,2,Group,England
2019,Scotland,3,Argentina,3,Group,Draw
2019,Cameroon,2,New Zealand,1,Group,Cameroon
2019,Netherlands,2,Canada,1,Group,Netherlands
2019,Sweden,0,USA,2,Group,USA
2019,Thailand,0,Chile,2,Group,Chile
2019,Germany,3,Nigeria,0,Round of 16,Germany
2019,Norway,1,Australia,1,Round of 16,Draw
2019,England,3,Cameroon,0,Round of 16,England
2019,France,2,Brazil,1,Round of 16,France
2019,Spain,1,USA,2,Round of 16,USA
2019,Sweden,1,Canada,0,Round of 16,Sweden
2019,Italy,2,China PR,0,Round of 16,Italy
2019,Netherlands,2,Japan,1,Round of 16,Netherlands
2019,Norway,0,England,3,Quarter Final,England
2019,France,1,USA,2,Quarter Final,USA
2019,Italy,0,Netherlands,2,Quarter Final,Netherlands
2019,Germany,1,Sweden,2,Quarter Final,Sweden
2019,England,1,USA,2,Semi Final,USA
2019,Netherlands,1,Sweden,0,Semi Final,Netherlands
2019,England,1,Sweden,2,Third Place Playoff,Sweden
2019,USA,2,Netherlands,0,Final,USA
